begin,end,begin_segment,end_segment,begin_line,end_line,leftContext,surface,rightContext,entityNum,entityLabel,entityGroup,DIFFICULT,SPEAKER,DIFFICULT.1,APPOSITION,NOMINAL,PRONOUN,pbegin,pbegin_ind,pbegin_pos,pend,pend_ind,pend_pos,parsed_mention,mention
36786,36795,,,-1,-1,"le in, and
          take off.",HATA HARI,          EXT - LA LOUISIANE (,6,GERMAN PRIVATE #3/MATA HARI,False,False,True,False,False,False,False,25977.0,430.0,16.0,25985.0,430.0,24.0,HATA HARI,HATA HARI
36879,36893,,,-1,-1,"le in, and
          take off.",SGT.POLA NEGRI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,26037.0,432.0,0.0,26050.0,432.0,13.0,SGT.POLA NEGRI,SGT.POLA NEGRI
37108,37138,,,-1,-1,"le in, and
          take off.","the
          young German Sgt",          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,26223.0,435.0,120.0,26242.0,435.0,139.0,the young German Sgt,"the
          young German Sgt"
37173,37175,,,-1,-1,"le in, and
          take off.",WE,          EXT - LA LOUISIANE (,15,READER,False,False,False,False,False,False,False,26268.0,435.0,165.0,26269.0,435.0,166.0,WE,WE
37295,37309,,,-1,-1,"le in, and
          take off.",The German Sgt,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,26360.0,435.0,257.0,26373.0,435.0,270.0,The German Sgt,The German Sgt
37416,37418,,,-1,-1,"le in, and
          take off.",we,          EXT - LA LOUISIANE (,15,READER,False,False,False,False,False,False,False,26451.0,435.0,348.0,26452.0,435.0,349.0,we,we
37543,37563,,,-1,-1,"le in, and
          take off.",The young German Sgt,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,26558.0,435.0,455.0,26577.0,435.0,474.0,The young German Sgt,The young German Sgt
37610,37620,,,-1,-1,"le in, and
          take off.",GERMAN SGT,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,26613.0,436.0,0.0,26622.0,436.0,9.0,GERMAN SGT,GERMAN SGT
37702,37708,,,-1,-1,"le in, and
          take off.",Aldo's,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,26674.0,437.0,51.0,26679.0,437.0,56.0,Aldo's,Aldo's
37747,37753,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,26707.0,438.0,0.0,26712.0,438.0,5.0,ALDO'S,ALDO'S
37801,37804,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,26746.0,439.0,27.0,26748.0,439.0,29.0,you,you
37817,37827,,,-1,-1,"le in, and
          take off.",GERMAN SGT,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,26752.0,441.0,0.0,26761.0,441.0,9.0,GERMAN SGT,GERMAN SGT
37838,37839,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,26762.0,442.0,0.0,26762.0,442.0,0.0,I,I
37851,37854,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,26775.0,442.0,13.0,26777.0,442.0,15.0,you,you
37873,37879,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,26785.0,443.0,0.0,26790.0,443.0,5.0,ALDO'S,ALDO'S
37900,37903,,,-1,-1,"le in, and
          take off.",You,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,26797.0,444.0,0.0,26799.0,444.0,2.0,You,You
37965,37975,,,-1,-1,"le in, and
          take off.",GERMAN SGT,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,26842.0,446.0,0.0,26851.0,446.0,9.0,GERMAN SGT,GERMAN SGT
37986,37987,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,26852.0,447.0,0.0,26852.0,447.0,0.0,I,I
38021,38027,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,26875.0,448.0,0.0,26880.0,448.0,5.0,ALDO'S,ALDO'S
38071,38081,,,-1,-1,"le in, and
          take off.",GERMAN SGT,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,26900.0,451.0,0.0,26909.0,451.0,9.0,GERMAN SGT,GERMAN SGT
38092,38093,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,26910.0,452.0,0.0,26910.0,452.0,0.0,I,I
38106,38108,,,-1,-1,"le in, and
          take off.",My,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,26924.0,452.0,14.0,26925.0,452.0,15.0,My,My
38169,38172,,,-1,-1,"le in, and
          take off.",His,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,False,False,26977.0,452.0,67.0,26979.0,452.0,69.0,His,His
38329,38331,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27097.0,452.0,187.0,27098.0,452.0,188.0,my,my
38413,38419,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,27110.0,454.0,0.0,27115.0,454.0,5.0,ALDO'S,ALDO'S
38462,38466,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27144.0,455.0,22.0,27147.0,455.0,25.0,your,your
38491,38495,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27163.0,455.0,41.0,27166.0,455.0,44.0,your,your
38521,38531,,,-1,-1,"le in, and
          take off.",GERMAN SGT,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,27183.0,457.0,0.0,27192.0,457.0,9.0,GERMAN SGT,GERMAN SGT
38562,38568,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,27201.0,459.0,0.0,27206.0,459.0,5.0,ALDO'S,ALDO'S
38639,38642,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27253.0,460.0,40.0,27255.0,460.0,42.0,you,you
38667,38674,,,-1,-1,"le in, and
          take off.",WILHELM,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27271.0,462.0,0.0,27277.0,462.0,6.0,WILHELM,WILHELM
38714,38720,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,27295.0,464.0,0.0,27300.0,464.0,5.0,ALDO'S,ALDO'S
38746,38753,,,-1,-1,"le in, and
          take off.",Wilhelm,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27312.0,465.0,5.0,27318.0,465.0,11.0,Wilhelm,Wilhelm
38809,38816,,,-1,-1,"le in, and
          take off.",WILHELM,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27355.0,467.0,0.0,27361.0,467.0,6.0,WILHELM,WILHELM
38841,38843,,,-1,-1,"le in, and
          take off.",We,          EXT - LA LOUISIANE (,15,READER,False,False,False,False,False,False,False,27366.0,468.0,4.0,27367.0,468.0,5.0,We,We
38890,38899,,,-1,-1,"le in, and
          take off.",BRIDGET'S,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,27403.0,469.0,0.0,27411.0,469.0,8.0,BRIDGET'S,BRIDGET'S
38920,38921,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,27418.0,470.0,0.0,27418.0,470.0,0.0,I,I
38941,38948,,,-1,-1,"le in, and
          take off.",Wilhelm,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27429.0,470.0,11.0,27435.0,470.0,17.0,Wilhelm,Wilhelm
39057,39060,,,-1,-1,"le in, and
          take off.",her,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,27512.0,474.0,31.0,27514.0,474.0,33.0,her,her
39098,39121,,,-1,-1,"le in, and
          take off.",Bridget Von Hammersmark,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,27543.0,474.0,62.0,27565.0,474.0,84.0,Bridget Von Hammersmark,Bridget Von Hammersmark
39133,39147,,,-1,-1,"le in, and
          take off.",The German Sgt,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,27568.0,474.0,87.0,27581.0,474.0,100.0,The German Sgt,The German Sgt
39199,39219,,,-1,-1,"le in, and
          take off.",the German celebrity,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,True,False,27624.0,474.0,143.0,27643.0,474.0,162.0,the German celebrity,the German celebrity
39234,39237,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27659.0,474.0,178.0,27661.0,474.0,180.0,his,his
39255,39261,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,27668.0,475.0,0.0,27673.0,475.0,5.0,ALDO'S,ALDO'S
39305,39312,,,-1,-1,"le in, and
          take off.",WILHELM,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27693.0,478.0,0.0,27699.0,478.0,6.0,WILHELM,WILHELM
39327,39334,,,-1,-1,"le in, and
          take off.",BRIDGET,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,27704.0,479.0,4.0,27710.0,479.0,10.0,BRIDGET,BRIDGET
39375,39380,,,-1,-1,"le in, and
          take off.",whore,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,True,False,True,False,27729.0,481.0,13.0,27733.0,481.0,17.0,whore,whore
39386,39387,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27740.0,481.0,24.0,27740.0,481.0,24.0,I,I
39435,39441,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,27767.0,482.0,0.0,27772.0,482.0,5.0,ALDO'S,ALDO'S
39462,39469,,,-1,-1,"le in, and
          take off.",Wilhelm,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27779.0,483.0,0.0,27785.0,483.0,6.0,Wilhelm,Wilhelm
39495,39502,,,-1,-1,"le in, and
          take off.",WILHELM,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27802.0,485.0,0.0,27808.0,485.0,6.0,WILHELM,WILHELM
39516,39524,,,-1,-1,"le in, and
          take off.",the girl,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,True,False,27812.0,486.0,3.0,27819.0,486.0,10.0,the girl,the girl
39567,39573,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,27841.0,487.0,0.0,27846.0,487.0,5.0,ALDO'S,ALDO'S
39665,39672,,,-1,-1,"le in, and
          take off.",WILHELM,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27866.0,490.0,0.0,27872.0,490.0,6.0,WILHELM,WILHELM
39692,39695,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,27882.0,491.0,9.0,27884.0,491.0,11.0,you,you
39703,39718,,,-1,-1,"le in, and
          take off.",Von Hammersmark,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,27893.0,491.0,20.0,27907.0,491.0,34.0,Von Hammersmark,Von Hammersmark
39731,39737,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,27909.0,492.0,0.0,27914.0,492.0,5.0,ALDO'S,ALDO'S
39764,39767,,,-1,-1,"le in, and
          take off.",she,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,27927.0,493.0,6.0,27929.0,493.0,8.0,she,she
39788,39795,,,-1,-1,"le in, and
          take off.",WILHELM,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27941.0,495.0,0.0,27947.0,495.0,6.0,WILHELM,WILHELM
39810,39817,,,-1,-1,"le in, and
          take off.",Bridget,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,27952.0,496.0,4.0,27958.0,496.0,10.0,Bridget,Bridget
39853,39854,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,27973.0,498.0,0.0,27973.0,498.0,0.0,I,I
39870,39873,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,27990.0,498.0,17.0,27992.0,498.0,19.0,you,you
39958,39964,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,28046.0,499.0,0.0,28051.0,499.0,5.0,ALDO'S,ALDO'S
39988,39991,,,-1,-1,"le in, and
          take off.",she,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,28061.0,500.0,3.0,28063.0,500.0,5.0,she,she
40009,40016,,,-1,-1,"le in, and
          take off.",WILHELM,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28072.0,502.0,0.0,28078.0,502.0,6.0,WILHELM,WILHELM
40031,40038,,,-1,-1,"le in, and
          take off.",Bridget,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,28083.0,503.0,4.0,28089.0,503.0,10.0,Bridget,Bridget
40074,40077,,,-1,-1,"le in, and
          take off.",You,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,28104.0,505.0,0.0,28106.0,505.0,2.0,You,You
40112,40116,,,-1,-1,"le in, and
          take off.",Aldo,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,,,,,,,,Aldo
40128,40131,,,-1,-1,"le in, and
          take off.",She,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,28128.0,505.0,24.0,28130.0,505.0,26.0,She,She
40149,40152,,,-1,-1,"le in, and
          take off.",she,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,28149.0,505.0,45.0,28151.0,505.0,47.0,she,she
40176,40183,,,-1,-1,"le in, and
          take off.",Bridget,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,28166.0,505.0,62.0,28172.0,505.0,68.0,Bridget,Bridget
40299,40305,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,28252.0,509.0,0.0,28257.0,509.0,5.0,ALDO'S,ALDO'S
40331,40338,,,-1,-1,"le in, and
          take off.",Wilhelm,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28269.0,510.0,5.0,28275.0,510.0,11.0,Wilhelm,Wilhelm
40347,40349,,,-1,-1,"le in, and
          take off.",ya,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,True,28285.0,510.0,21.0,28286.0,510.0,22.0,ya,ya
40391,40398,,,-1,-1,"le in, and
          take off.",WILHELM,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28309.0,512.0,0.0,28315.0,512.0,6.0,WILHELM,WILHELM
40416,40420,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,28323.0,513.0,7.0,28326.0,513.0,10.0,your,your
40438,40444,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,28333.0,514.0,0.0,28338.0,514.0,5.0,ALDO'S,ALDO'S
40471,40478,,,-1,-1,"le in, and
          take off.",Wilhelm,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28351.0,515.0,6.0,28357.0,515.0,12.0,Wilhelm,Wilhelm
40484,40485,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,28364.0,515.0,19.0,28364.0,515.0,19.0,I,I
40491,40494,,,-1,-1,"le in, and
          take off.",yap,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,True,28371.0,515.0,26.0,28373.0,515.0,28.0,yap,yap
40513,40520,,,-1,-1,"le in, and
          take off.",WILHELM,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28383.0,517.0,0.0,28389.0,517.0,6.0,WILHELM,WILHELM
40547,40553,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,28394.0,519.0,0.0,28399.0,519.0,5.0,ALDO'S,ALDO'S
40577,40582,,,-1,-1,"le in, and
          take off.",Willi,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28409.0,520.0,3.0,28413.0,520.0,7.0,Willi,Willi
40584,40587,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28416.0,520.0,10.0,28418.0,520.0,12.0,you,you
40680,40684,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28492.0,520.0,86.0,28495.0,520.0,89.0,your,your
40736,40739,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28538.0,520.0,132.0,28540.0,520.0,134.0,you,you
40749,40752,,,-1,-1,"le in, and
          take off.",her,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,28551.0,520.0,145.0,28553.0,520.0,147.0,her,her
40764,40767,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28556.0,520.0,150.0,28558.0,520.0,152.0,you,you
40773,40776,,,-1,-1,"le in, and
          take off.",she,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,28565.0,520.0,159.0,28567.0,520.0,161.0,she,she
40832,40837,,,-1,-1,"le in, and
          take off.",WILLI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28604.0,522.0,0.0,28608.0,522.0,4.0,WILLI,WILLI
40937,40943,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,28622.0,524.0,0.0,28627.0,524.0,5.0,ALDO'S,ALDO'S
40970,40975,,,-1,-1,"le in, and
          take off.",Willi,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28640.0,525.0,6.0,28644.0,525.0,10.0,Willi,Willi
40983,40985,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,28653.0,525.0,19.0,28654.0,525.0,20.0,my,my
40992,40995,,,-1,-1,"le in, and
          take off.",You,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,28662.0,525.0,28.0,28664.0,525.0,30.0,You,You
41010,41012,,,-1,-1,"le in, and
          take off.",me,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,28670.0,525.0,36.0,28671.0,525.0,37.0,me,me
41024,41026,,,-1,-1,"le in, and
          take off.",my,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,28684.0,525.0,50.0,28685.0,525.0,51.0,my,my
41059,41067,,,-1,-1,"le in, and
          take off.",the girl,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,True,False,28709.0,525.0,75.0,28716.0,525.0,82.0,the girl,the girl
41086,41104,,,-1,-1,"le in, and
          take off.","the
          girl",          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,True,False,28736.0,525.0,102.0,28743.0,525.0,109.0,the girl,"the
          girl"
41130,41135,,,-1,-1,"le in, and
          take off.",Willi,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28770.0,525.0,136.0,28774.0,525.0,140.0,Willi,Willi
41147,41150,,,-1,-1,"le in, and
          take off.",You,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28777.0,525.0,143.0,28779.0,525.0,145.0,You,You
41154,41158,,,-1,-1,"le in, and
          take off.",your,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28784.0,525.0,150.0,28787.0,525.0,153.0,your,your
41180,41200,,,-1,-1,"le in, and
          take off.","little
          Max",          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,False,False,28810.0,525.0,176.0,28819.0,525.0,185.0,little Max,"little
          Max"
41247,41250,,,-1,-1,"le in, and
          take off.",his,          EXT - LA LOUISIANE (,1,MAXIMILIAN,False,True,False,False,False,False,False,28857.0,525.0,223.0,28859.0,525.0,225.0,his,his
41247,41256,,,-1,-1,"le in, and
          take off.",his daddy,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,True,False,28857.0,525.0,223.0,28865.0,525.0,231.0,his daddy,his daddy
41266,41268,,,-1,-1,"le in, and
          take off.",ya,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,True,28876.0,525.0,242.0,28877.0,525.0,243.0,ya,ya
41274,41279,,,-1,-1,"le in, and
          take off.",Willi,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28884.0,525.0,250.0,28888.0,525.0,254.0,Willi,Willi
41316,41321,,,-1,-1,"le in, and
          take off.",Willi,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28906.0,525.0,272.0,28910.0,525.0,276.0,Willi,Willi
41342,41349,,,-1,-1,"le in, and
          take off.",Bridget,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,False,False,28922.0,525.0,288.0,28928.0,525.0,294.0,Bridget,Bridget
41358,41363,,,-1,-1,"le in, and
          take off.",Willi,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28938.0,525.0,304.0,28942.0,525.0,308.0,Willi,Willi
41384,41389,,,-1,-1,"le in, and
          take off.",WILLI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28954.0,527.0,0.0,28958.0,527.0,4.0,WILLI,WILLI
41400,41404,,,-1,-1,"le in, and
          take off.",Aldo,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,28959.0,528.0,0.0,28962.0,528.0,3.0,Aldo,Aldo
41417,41423,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,28964.0,529.0,0.0,28969.0,529.0,5.0,ALDO'S,ALDO'S
41444,41445,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,28976.0,530.0,0.0,28976.0,530.0,0.0,I,I
41453,41458,,,-1,-1,"le in, and
          take off.",Willi,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28985.0,530.0,9.0,28989.0,530.0,13.0,Willi,Willi
41471,41476,,,-1,-1,"le in, and
          take off.",WILLI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28993.0,532.0,0.0,28997.0,532.0,4.0,WILLI,WILLI
41487,41488,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,28998.0,533.0,0.0,28998.0,533.0,0.0,I,I
41503,41506,,,-1,-1,"le in, and
          take off.",you,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,29014.0,533.0,16.0,29016.0,533.0,18.0,you,you
41535,41541,,,-1,-1,"le in, and
          take off.",ALDO'S,          EXT - LA LOUISIANE (,10,LT. ALDO RAINE,False,False,True,False,False,False,False,29034.0,534.0,0.0,29039.0,534.0,5.0,ALDO'S,ALDO'S
41574,41576,,,-1,-1,"le in, and
          take off.",ya,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,True,29058.0,535.0,12.0,29059.0,535.0,13.0,ya,ya
41593,41598,,,-1,-1,"le in, and
          take off.",WILLI,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,29067.0,537.0,0.0,29071.0,537.0,4.0,WILLI,WILLI
41609,41610,,,-1,-1,"le in, and
          take off.",I,          EXT - LA LOUISIANE (,22,MASTER SGT #1/POLA NEGRI,False,False,True,False,False,False,False,29072.0,538.0,0.0,29072.0,538.0,0.0,I,I
41622,41630,,,-1,-1,"le in, and
          take off.",the girl,          EXT - LA LOUISIANE (,19,BRIDGET VON HAMMERSMARK,False,False,True,False,False,True,False,29085.0,538.0,13.0,29092.0,538.0,20.0,the girl,the girl
